,UF,Municipio,popMun,AnoBase,codMun,popUF
0,RO,Alta Floresta D'Oeste,25652,2014,1100015,1748531
1,RO,Alto Alegre dos Parecis,13884,2014,1100379,1748531
2,RO,Alto Paraíso,19841,2014,1100403,1748531
3,RO,Alvorada D'Oeste,17228,2014,1100346,1748531
4,RO,Ariquemes,102860,2014,1100023,1748531
5,RO,Buritis,37207,2014,1100452,1748531
6,RO,Cabixi,6424,2014,1100031,1748531
7,RO,Cacaulândia,6318,2014,1100601,1748531
8,RO,Cacoal,86556,2014,1100049,1748531
9,RO,Campo Novo de Rondônia,14081,2014,1100700,1748531
10,RO,Candeias do Jamari,23573,2014,1100809,1748531
11,RO,Castanheiras,3653,2014,1100908,1748531
12,RO,Cerejeiras,18013,2014,1100056,1748531
13,RO,Chupinguaia,9887,2014,1100924,1748531
14,RO,Colorado do Oeste,19001,2014,1100064,1748531
15,RO,Corumbiara,8938,2014,1100072,1748531
16,RO,Costa Marques,16258,2014,1100080,1748531
17,RO,Cujubim,20204,2014,1100940,1748531
18,RO,Espigão D'Oeste,32047,2014,1100098,1748531
19,RO,Governador Jorge Teixeira,10327,2014,1101005,1748531
20,RO,Guajará-Mirim,46203,2014,1100106,1748531
21,RO,Itapuã do Oeste,9831,2014,1101104,1748531
22,RO,Jaru,55669,2014,1100114,1748531
23,RO,Ji-Paraná,129242,2014,1100122,1748531
24,RO,Machadinho D'Oeste,36412,2014,1100130,1748531
25,RO,Ministro Andreazza,10860,2014,1101203,1748531
26,RO,Mirante da Serra,12414,2014,1101302,1748531
27,RO,Monte Negro,15710,2014,1101401,1748531
28,RO,Nova Brasilândia D'Oeste,21511,2014,1100148,1748531
29,RO,Nova Mamoré,26925,2014,1100338,1748531
30,RO,Nova União,7853,2014,1101435,1748531
31,RO,Novo Horizonte do Oeste,10393,2014,1100502,1748531
32,RO,Ouro Preto do Oeste,40010,2014,1100155,1748531
33,RO,Parecis,5589,2014,1101450,1748531
34,RO,Pimenta Bueno,37230,2014,1100189,1748531
35,RO,Pimenteiras do Oeste,2432,2014,1101468,1748531
36,RO,Porto Velho,494013,2014,1100205,1748531
37,RO,Presidente Médici,22783,2014,1100254,1748531
38,RO,Primavera de Rondônia,3548,2014,1101476,1748531
39,RO,Rio Crespo,3709,2014,1100262,1748531
40,RO,Rolim de Moura,55807,2014,1100288,1748531
41,RO,Santa Luzia D'Oeste,8706,2014,1100296,1748531
42,RO,São Felipe D'Oeste,6160,2014,1101484,1748531
43,RO,São Francisco do Guaporé,18640,2014,1101492,1748531
44,RO,São Miguel do Guaporé,23803,2014,1100320,1748531
45,RO,Seringueiras,12543,2014,1101500,1748531
46,RO,Teixeirópolis,5041,2014,1101559,1748531
47,RO,Theobroma,11345,2014,1101609,1748531
48,RO,Urupá,13391,2014,1101708,1748531
49,RO,Vale do Anari,10682,2014,1101757,1748531
50,RO,Vale do Paraíso,8327,2014,1101807,1748531
51,RO,Vilhena,89797,2014,1100304,1748531
52,AC,Acrelândia,13613,2014,1200013,790101
53,AC,Assis Brasil,6610,2014,1200054,790101
54,AC,Brasiléia,23378,2014,1200104,790101
55,AC,Bujari,9173,2014,1200138,790101
56,AC,Capixaba,10170,2014,1200179,790101
57,AC,Cruzeiro do Sul,80953,2014,1200203,790101
58,AC,Epitaciolândia,16417,2014,1200252,790101
59,AC,Feijó,32398,2014,1200302,790101
60,AC,Jordão,7330,2014,1200328,790101
61,AC,Mâncio Lima,16795,2014,1200336,790101
62,AC,Manoel Urbano,8514,2014,1200344,790101
63,AC,Marechal Thaumaturgo,16380,2014,1200351,790101
64,AC,Plácido de Castro,17979,2014,1200385,790101
65,AC,Porto Acre,16396,2014,1200807,790101
66,AC,Porto Walter,10453,2014,1200393,790101
67,AC,Rio Branco,363928,2014,1200401,790101
68,AC,Rodrigues Alves,16475,2014,1200427,790101
69,AC,Santa Rosa do Purus,5593,2014,1200435,790101
70,AC,Sena Madureira,41036,2014,1200500,790101
71,AC,Senador Guiomard,20992,2014,1200450,790101
72,AC,Tarauacá,38201,2014,1200609,790101
73,AC,Xapuri,17317,2014,1200708,790101
74,AM,Alvarães,15357,2014,1300029,3873743
75,AM,Amaturá,10644,2014,1300060,3873743
76,AM,Anamã,11981,2014,1300086,3873743
77,AM,Anori,18826,2014,1300102,3873743
78,AM,Apuí,20258,2014,1300144,3873743
79,AM,Atalaia do Norte,17658,2014,1300201,3873743
80,AM,Autazes,36301,2014,1300300,3873743
81,AM,Barcelos,27273,2014,1300409,3873743
82,AM,Barreirinha,30202,2014,1300508,3873743
83,AM,Benjamin Constant,38533,2014,1300607,3873743
84,AM,Beruri,17755,2014,1300631,3873743
85,AM,Boa Vista do Ramos,17248,2014,1300680,3873743
86,AM,Boca do Acre,33148,2014,1300706,3873743
87,AM,Borba,38688,2014,1300805,3873743
88,AM,Caapiranga,12214,2014,1300839,3873743
89,AM,Canutama,14944,2014,1300904,3873743
90,AM,Carauari,27645,2014,1301001,3873743
91,AM,Careiro,35938,2014,1301100,3873743
92,AM,Careiro da Várzea,27357,2014,1301159,3873743
93,AM,Coari,82209,2014,1301209,3873743
94,AM,Codajás,26242,2014,1301308,3873743
95,AM,Eirunepé,33580,2014,1301407,3873743
96,AM,Envira,18422,2014,1301506,3873743
97,AM,Fonte Boa,21295,2014,1301605,3873743
98,AM,Guajará,15561,2014,1301654,3873743
99,AM,Humaitá,50230,2014,1301704,3873743
100,AM,Ipixuna,26118,2014,1301803,3873743
101,AM,Iranduba,45250,2014,1301852,3873743
102,AM,Itacoatiara,95714,2014,1301902,3873743
103,AM,Itamarati,8205,2014,1301951,3873743
104,AM,Itapiranga,8864,2014,1302009,3873743
105,AM,Japurá,5599,2014,1302108,3873743
106,AM,Juruá,12807,2014,1302207,3873743
107,AM,Jutaí,16977,2014,1302306,3873743
108,AM,Lábrea,42439,2014,1302405,3873743
109,AM,Manacapuru,92996,2014,1302504,3873743
110,AM,Manaquiri,27480,2014,1302553,3873743
111,AM,Manaus,2020301,2014,1302603,3873743
112,AM,Manicoré,52200,2014,1302702,3873743
113,AM,Maraã,18367,2014,1302801,3873743
114,AM,Maués,58834,2014,1302900,3873743
115,AM,Nhamundá,20078,2014,1303007,3873743
116,AM,Nova Olinda do Norte,34498,2014,1303106,3873743
117,AM,Novo Airão,17199,2014,1303205,3873743
118,AM,Novo Aripuanã,23905,2014,1303304,3873743
119,AM,Parintins,110411,2014,1303403,3873743
120,AM,Pauini,19265,2014,1303502,3873743
121,AM,Presidente Figueiredo,31903,2014,1303536,3873743
122,AM,Rio Preto da Eva,29771,2014,1303569,3873743
123,AM,Santa Isabel do Rio Negro,21702,2014,1303601,3873743
124,AM,Santo Antônio do Içá,24005,2014,1303700,3873743
125,AM,São Gabriel da Cachoeira,42342,2014,1303809,3873743
126,AM,São Paulo de Olivença,35757,2014,1303908,3873743
127,AM,São Sebastião do Uatumã,12451,2014,1303957,3873743
128,AM,Silves,9014,2014,1304005,3873743
129,AM,Tabatinga,59684,2014,1304062,3873743
130,AM,Tapauá,18266,2014,1304104,3873743
131,AM,Tefé,62662,2014,1304203,3873743
132,AM,Tonantins,18322,2014,1304237,3873743
133,AM,Uarini,12963,2014,1304260,3873743
134,AM,Urucará,17264,2014,1304302,3873743
135,AM,Urucurituba,20621,2014,1304401,3873743
136,RR,Alto Alegre,16301,2014,1400050,496936
137,RR,Amajari,10721,2014,1400027,496936
138,RR,Boa Vista,314900,2014,1400100,496936
139,RR,Bonfim,11632,2014,1400159,496936
140,RR,Cantá,15774,2014,1400175,496936
141,RR,Caracaraí,19981,2014,1400209,496936
142,RR,Caroebe,8997,2014,1400233,496936
143,RR,Iracema,10043,2014,1400282,496936
144,RR,Mucajaí,16137,2014,1400308,496936
145,RR,Normandia,9953,2014,1400407,496936
146,RR,Pacaraima,11667,2014,1400456,496936
147,RR,Rorainópolis,26811,2014,1400472,496936
148,RR,São João da Baliza,7401,2014,1400506,496936
149,RR,São Luiz,7309,2014,1400605,496936
150,RR,Uiramutã,9309,2014,1400704,496936
151,PA,Abaetetuba,148873,2014,1500107,8104880
152,PA,Abel Figueiredo,7070,2014,1500131,8104880
153,PA,Acará,54047,2014,1500206,8104880
154,PA,Afuá,37004,2014,1500305,8104880
155,PA,Água Azul do Norte,26105,2014,1500347,8104880
156,PA,Alenquer,54353,2014,1500404,8104880
157,PA,Almeirim,33466,2014,1500503,8104880
158,PA,Altamira,106768,2014,1500602,8104880
159,PA,Anajás,27051,2014,1500701,8104880
160,PA,Ananindeua,499776,2014,1500800,8104880
161,PA,Anapu,24525,2014,1500859,8104880
162,PA,Augusto Corrêa,43154,2014,1500909,8104880
163,PA,Aurora do Pará,28974,2014,1500958,8104880
164,PA,Aveiro,15956,2014,1501006,8104880
165,PA,Bagre,27491,2014,1501105,8104880
166,PA,Baião,42513,2014,1501204,8104880
167,PA,Bannach,3303,2014,1501253,8104880
168,PA,Barcarena,112921,2014,1501303,8104880
169,PA,Belém,1432844,2014,1501402,8104880
170,PA,Belterra,16924,2014,1501451,8104880
171,PA,Benevides,57393,2014,1501501,8104880
172,PA,Bom Jesus do Tocantins,16074,2014,1501576,8104880
173,PA,Bonito,14990,2014,1501600,8104880
174,PA,Bragança,120124,2014,1501709,8104880
175,PA,Brasil Novo,15139,2014,1501725,8104880
176,PA,Brejo Grande do Araguaia,7258,2014,1501758,8104880
177,PA,Breu Branco,59651,2014,1501782,8104880
178,PA,Breves,97351,2014,1501808,8104880
179,PA,Bujaru,27349,2014,1501907,8104880
180,PA,Cachoeira do Arari,22100,2014,1502004,8104880
181,PA,Cachoeira do Piriá,30430,2014,1501956,8104880
182,PA,Cametá,129161,2014,1502103,8104880
183,PA,Canaã dos Carajás,32366,2014,1502152,8104880
184,PA,Capanema,65932,2014,1502202,8104880
185,PA,Capitão Poço,52616,2014,1502301,8104880
186,PA,Castanhal,186895,2014,1502400,8104880
187,PA,Chaves,22302,2014,1502509,8104880
188,PA,Colares,11641,2014,1502608,8104880
189,PA,Conceição do Araguaia,46302,2014,1502707,8104880
190,PA,Concórdia do Pará,30801,2014,1502756,8104880
191,PA,Cumaru do Norte,12069,2014,1502764,8104880
192,PA,Curionópolis,17844,2014,1502772,8104880
193,PA,Curralinho,31591,2014,1502806,8104880
194,PA,Curuá,13333,2014,1502855,8104880
195,PA,Curuçá,37188,2014,1502905,8104880
196,PA,Dom Eliseu,55513,2014,1502939,8104880
197,PA,Eldorado dos Carajás,32544,2014,1502954,8104880
198,PA,Faro,7504,2014,1503002,8104880
199,PA,Floresta do Araguaia,19005,2014,1503044,8104880
200,PA,Garrafão do Norte,25307,2014,1503077,8104880
201,PA,Goianésia do Pará,37249,2014,1503093,8104880
202,PA,Gurupá,31182,2014,1503101,8104880
203,PA,Igarapé-Açu,37112,2014,1503200,8104880
204,PA,Igarapé-Miri,59998,2014,1503309,8104880
205,PA,Inhangapi,10876,2014,1503408,8104880
206,PA,Ipixuna do Pará,56613,2014,1503457,8104880
207,PA,Irituia,31644,2014,1503507,8104880
208,PA,Itaituba,98405,2014,1503606,8104880
209,PA,Itupiranga,51743,2014,1503705,8104880
210,PA,Jacareacanga,41487,2014,1503754,8104880
211,PA,Jacundá,55204,2014,1503804,8104880
212,PA,Juruti,52755,2014,1503903,8104880
213,PA,Limoeiro do Ajuru,26961,2014,1504000,8104880
214,PA,Mãe do Rio,28800,2014,1504059,8104880
215,PA,Magalhães Barata,8260,2014,1504109,8104880
216,PA,Marabá,257062,2014,1504208,8104880
217,PA,Maracanã,28643,2014,1504307,8104880
218,PA,Marapanim,27262,2014,1504406,8104880
219,PA,Marituba,120305,2014,1504422,8104880
220,PA,Medicilândia,29444,2014,1504455,8104880
221,PA,Melgaço,26133,2014,1504505,8104880
222,PA,Mocajuba,28933,2014,1504604,8104880
223,PA,Moju,76096,2014,1504703,8104880
224,PA,Mojuí dos Campos,15341,2014,1504752,8104880
225,PA,Monte Alegre,56231,2014,1504802,8104880
226,PA,Muaná,37314,2014,1504901,8104880
227,PA,Nova Esperança do Piriá,20596,2014,1504950,8104880
228,PA,Nova Ipixuna,15632,2014,1504976,8104880
229,PA,Nova Timboteua,14472,2014,1505007,8104880
230,PA,Novo Progresso,25169,2014,1505031,8104880
231,PA,Novo Repartimento,69267,2014,1505064,8104880
232,PA,Óbidos,50317,2014,1505106,8104880
233,PA,Oeiras do Pará,30490,2014,1505205,8104880
234,PA,Oriximiná,67939,2014,1505304,8104880
235,PA,Ourém,16986,2014,1505403,8104880
236,PA,Ourilândia do Norte,30171,2014,1505437,8104880
237,PA,Pacajá,43930,2014,1505486,8104880
238,PA,Palestina do Pará,7444,2014,1505494,8104880
239,PA,Paragominas,105417,2014,1505502,8104880
240,PA,Parauapebas,183352,2014,1505536,8104880
241,PA,Pau D'Arco,5637,2014,1505551,8104880
242,PA,Peixe-Boi,7881,2014,1505601,8104880
243,PA,Piçarra,12697,2014,1505635,8104880
244,PA,Placas,27700,2014,1505650,8104880
245,PA,Ponta de Pedras,28601,2014,1505700,8104880
246,PA,Portel,57205,2014,1505809,8104880
247,PA,Porto de Moz,37669,2014,1505908,8104880
248,PA,Prainha,29270,2014,1506005,8104880
249,PA,Primavera,10458,2014,1506104,8104880
250,PA,Quatipuru,12943,2014,1506112,8104880
251,PA,Redenção,79917,2014,1506138,8104880
252,PA,Rio Maria,17755,2014,1506161,8104880
253,PA,Rondon do Pará,49476,2014,1506187,8104880
254,PA,Rurópolis,45595,2014,1506195,8104880
255,PA,Salinópolis,38819,2014,1506203,8104880
256,PA,Salvaterra,21987,2014,1506302,8104880
257,PA,Santa Bárbara do Pará,19197,2014,1506351,8104880
258,PA,Santa Cruz do Arari,9191,2014,1506401,8104880
259,PA,Santa Izabel do Pará,65251,2014,1506500,8104880
260,PA,Santa Luzia do Pará,19418,2014,1506559,8104880
261,PA,Santa Maria das Barreiras,19437,2014,1506583,8104880
262,PA,Santa Maria do Pará,23790,2014,1506609,8104880
263,PA,Santana do Araguaia,65062,2014,1506708,8104880
264,PA,Santarém,290521,2014,1506807,8104880
265,PA,Santarém Novo,6390,2014,1506906,8104880
266,PA,Santo Antônio do Tauá,29110,2014,1507003,8104880
267,PA,São Caetano de Odivelas,17344,2014,1507102,8104880
268,PA,São Domingos do Araguaia,24235,2014,1507151,8104880
269,PA,São Domingos do Capim,30701,2014,1507201,8104880
270,PA,São Félix do Xingu,111633,2014,1507300,8104880
271,PA,São Francisco do Pará,15341,2014,1507409,8104880
272,PA,São Geraldo do Araguaia,24828,2014,1507458,8104880
273,PA,São João da Ponta,5703,2014,1507466,8104880
274,PA,São João de Pirabas,21767,2014,1507474,8104880
275,PA,São João do Araguaia,13470,2014,1507508,8104880
276,PA,São Miguel do Guamá,55191,2014,1507607,8104880
277,PA,São Sebastião da Boa Vista,24768,2014,1507706,8104880
278,PA,Sapucaia,5492,2014,1507755,8104880
279,PA,Senador José Porfírio,12075,2014,1507805,8104880
280,PA,Soure,24076,2014,1507904,8104880
281,PA,Tailândia,93906,2014,1507953,8104880
282,PA,Terra Alta,10973,2014,1507961,8104880
283,PA,Terra Santa,17783,2014,1507979,8104880
284,PA,Tomé-Açu,59795,2014,1508001,8104880
285,PA,Tracuateua,29125,2014,1508035,8104880
286,PA,Trairão,17880,2014,1508050,8104880
287,PA,Tucumã,36674,2014,1508084,8104880
288,PA,Tucuruí,105431,2014,1508100,8104880
289,PA,Ulianópolis,51956,2014,1508126,8104880
290,PA,Uruará,44607,2014,1508159,8104880
291,PA,Vigia,50622,2014,1508209,8104880
292,PA,Viseu,58694,2014,1508308,8104880
293,PA,Vitória do Xingu,14242,2014,1508357,8104880
294,PA,Xinguara,42465,2014,1508407,8104880
295,AP,Amapá,8553,2014,1600105,750912
296,AP,Calçoene,9979,2014,1600204,750912
297,AP,Cutias,5291,2014,1600212,750912
298,AP,Ferreira Gomes,6714,2014,1600238,750912
299,AP,Itaubal,4836,2014,1600253,750912
300,AP,Laranjal do Jari,44777,2014,1600279,750912
301,AP,Macapá,446757,2014,1600303,750912
302,AP,Mazagão,19157,2014,1600402,750912
303,AP,Oiapoque,23628,2014,1600501,750912
304,AP,Pedra Branca do Amapari,13411,2014,1600154,750912
305,AP,Porto Grande,19191,2014,1600535,750912
306,AP,Pracuúba,4404,2014,1600550,750912
307,AP,Santana,110565,2014,1600600,750912
308,AP,Serra do Navio,4850,2014,1600055,750912
309,AP,Tartarugalzinho,14754,2014,1600709,750912
310,AP,Vitória do Jari,14045,2014,1600808,750912
311,TO,Abreulândia,2523,2014,1700251,1496880
312,TO,Aguiarnópolis,5987,2014,1700301,1496880
313,TO,Aliança do Tocantins,5645,2014,1700350,1496880
314,TO,Almas,7480,2014,1700400,1496880
315,TO,Alvorada,8546,2014,1700707,1496880
316,TO,Ananás,9900,2014,1701002,1496880
317,TO,Angico,3355,2014,1701051,1496880
318,TO,Aparecida do Rio Negro,4561,2014,1701101,1496880
319,TO,Aragominas,5933,2014,1701309,1496880
320,TO,Araguacema,6791,2014,1701903,1496880
321,TO,Araguaçu,8822,2014,1702000,1496880
322,TO,Araguaína,167176,2014,1702109,1496880
323,TO,Araguanã,5448,2014,1702158,1496880
324,TO,Araguatins,33963,2014,1702208,1496880
325,TO,Arapoema,6821,2014,1702307,1496880
326,TO,Arraias,10805,2014,1702406,1496880
327,TO,Augustinópolis,17386,2014,1702554,1496880
328,TO,Aurora do Tocantins,3654,2014,1702703,1496880
329,TO,Axixá do Tocantins,9669,2014,1702901,1496880
330,TO,Babaçulândia,10728,2014,1703008,1496880
331,TO,Bandeirantes do Tocantins,3379,2014,1703057,1496880
332,TO,Barra do Ouro,4416,2014,1703073,1496880
333,TO,Barrolândia,5579,2014,1703107,1496880
334,TO,Bernardo Sayão,4540,2014,1703206,1496880
335,TO,Bom Jesus do Tocantins,4361,2014,1703305,1496880
336,TO,Brasilândia do Tocantins,2166,2014,1703602,1496880
337,TO,Brejinho de Nazaré,5426,2014,1703701,1496880
338,TO,Buriti do Tocantins,10681,2014,1703800,1496880
339,TO,Cachoeirinha,2246,2014,1703826,1496880
340,TO,Campos Lindos,9207,2014,1703842,1496880
341,TO,Cariri do Tocantins,4116,2014,1703867,1496880
342,TO,Carmolândia,2482,2014,1703883,1496880
343,TO,Carrasco Bonito,3945,2014,1703891,1496880
344,TO,Caseara,5043,2014,1703909,1496880
345,TO,Centenário,2771,2014,1704105,1496880
346,TO,Chapada da Natividade,3363,2014,1705102,1496880
347,TO,Chapada de Areia,1391,2014,1704600,1496880
348,TO,Colinas do Tocantins,33535,2014,1705508,1496880
349,TO,Colméia,8581,2014,1716703,1496880
350,TO,Combinado,4839,2014,1705557,1496880
351,TO,Conceição do Tocantins,4224,2014,1705607,1496880
352,TO,Couto de Magalhães,5370,2014,1706001,1496880
353,TO,Cristalândia,7393,2014,1706100,1496880
354,TO,Crixás do Tocantins,1666,2014,1706258,1496880
355,TO,Darcinópolis,5753,2014,1706506,1496880
356,TO,Dianópolis,20870,2014,1707009,1496880
357,TO,Divinópolis do Tocantins,6729,2014,1707108,1496880
358,TO,Dois Irmãos do Tocantins,7311,2014,1707207,1496880
359,TO,Dueré,4720,2014,1707306,1496880
360,TO,Esperantina,10356,2014,1707405,1496880
361,TO,Fátima,3889,2014,1707553,1496880
362,TO,Figueirópolis,5403,2014,1707652,1496880
363,TO,Filadélfia,8824,2014,1707702,1496880
364,TO,Formoso do Araguaia,18773,2014,1708205,1496880
365,TO,Fortaleza do Tabocão,2542,2014,1708254,1496880
366,TO,Goianorte,5125,2014,1708304,1496880
367,TO,Goiatins,12730,2014,1709005,1496880
368,TO,Guaraí,24892,2014,1709302,1496880
369,TO,Gurupi,82762,2014,1709500,1496880
370,TO,Ipueiras,1843,2014,1709807,1496880
371,TO,Itacajá,7388,2014,1710508,1496880
372,TO,Itaguatins,6063,2014,1710706,1496880
373,TO,Itapiratins,3711,2014,1710904,1496880
374,TO,Itaporã do Tocantins,2482,2014,1711100,1496880
375,TO,Jaú do Tocantins,3730,2014,1711506,1496880
376,TO,Juarina,2253,2014,1711803,1496880
377,TO,Lagoa da Confusão,11859,2014,1711902,1496880
378,TO,Lagoa do Tocantins,3957,2014,1711951,1496880
379,TO,Lajeado,2991,2014,1712009,1496880
380,TO,Lavandeira,1782,2014,1712157,1496880
381,TO,Lizarda,3801,2014,1712405,1496880
382,TO,Luzinópolis,2896,2014,1712454,1496880
383,TO,Marianópolis do Tocantins,4814,2014,1712504,1496880
384,TO,Mateiros,2478,2014,1712702,1496880
385,TO,Maurilândia do Tocantins,3338,2014,1712801,1496880
386,TO,Miracema do Tocantins,19934,2014,1713205,1496880
387,TO,Miranorte,13232,2014,1713304,1496880
388,TO,Monte do Carmo,7412,2014,1713601,1496880
389,TO,Monte Santo do Tocantins,2213,2014,1713700,1496880
390,TO,Muricilândia,3395,2014,1713957,1496880
391,TO,Natividade,9279,2014,1714203,1496880
392,TO,Nazaré,4239,2014,1714302,1496880
393,TO,Nova Olinda,11408,2014,1714880,1496880
394,TO,Nova Rosalândia,4066,2014,1715002,1496880
395,TO,Novo Acordo,4101,2014,1715101,1496880
396,TO,Novo Alegre,2350,2014,1715150,1496880
397,TO,Novo Jardim,2625,2014,1715259,1496880
398,TO,Oliveira de Fátima,1091,2014,1715507,1496880
399,TO,Palmas,265409,2014,1721000,1496880
400,TO,Palmeirante,5543,2014,1715705,1496880
401,TO,Palmeiras do Tocantins,6272,2014,1713809,1496880
402,TO,Palmeirópolis,7623,2014,1715754,1496880
403,TO,Paraíso do Tocantins,48409,2014,1716109,1496880
404,TO,Paranã,10579,2014,1716208,1496880
405,TO,Pau D'Arco,4793,2014,1716307,1496880
406,TO,Pedro Afonso,12698,2014,1716505,1496880
407,TO,Peixe,11209,2014,1716604,1496880
408,TO,Pequizeiro,5344,2014,1716653,1496880
409,TO,Pindorama do Tocantins,4562,2014,1717008,1496880
410,TO,Piraquê,3024,2014,1717206,1496880
411,TO,Pium,7264,2014,1717503,1496880
412,TO,Ponte Alta do Bom Jesus,4652,2014,1717800,1496880
413,TO,Ponte Alta do Tocantins,7712,2014,1717909,1496880
414,TO,Porto Alegre do Tocantins,3007,2014,1718006,1496880
415,TO,Porto Nacional,51846,2014,1718204,1496880
416,TO,Praia Norte,8158,2014,1718303,1496880
417,TO,Presidente Kennedy,3750,2014,1718402,1496880
418,TO,Pugmil,2561,2014,1718451,1496880
419,TO,Recursolândia,4081,2014,1718501,1496880
420,TO,Riachinho,4478,2014,1718550,1496880
421,TO,Rio da Conceição,1938,2014,1718659,1496880
422,TO,Rio dos Bois,2740,2014,1718709,1496880
423,TO,Rio Sono,6473,2014,1718758,1496880
424,TO,Sampaio,4329,2014,1718808,1496880
425,TO,Sandolândia,3411,2014,1718840,1496880
426,TO,Santa Fé do Araguaia,7144,2014,1718865,1496880
427,TO,Santa Maria do Tocantins,3198,2014,1718881,1496880
428,TO,Santa Rita do Tocantins,2278,2014,1718899,1496880
429,TO,Santa Rosa do Tocantins,4773,2014,1718907,1496880
430,TO,Santa Tereza do Tocantins,2729,2014,1719004,1496880
431,TO,Santa Terezinha do Tocantins,2545,2014,1720002,1496880
432,TO,São Bento do Tocantins,5026,2014,1720101,1496880
433,TO,São Félix do Tocantins,1532,2014,1720150,1496880
434,TO,São Miguel do Tocantins,11436,2014,1720200,1496880
435,TO,São Salvador do Tocantins,3044,2014,1720259,1496880
436,TO,São Sebastião do Tocantins,4604,2014,1720309,1496880
437,TO,São Valério da Natividade,4267,2014,1720499,1496880
438,TO,Silvanópolis,5318,2014,1720655,1496880
439,TO,Sítio Novo do Tocantins,9270,2014,1720804,1496880
440,TO,Sucupira,1878,2014,1720853,1496880
441,TO,Taguatinga,16086,2014,1720903,1496880
442,TO,Taipas do Tocantins,2075,2014,1720937,1496880
443,TO,Talismã,2716,2014,1720978,1496880
444,TO,Tocantínia,7236,2014,1721109,1496880
445,TO,Tocantinópolis,23153,2014,1721208,1496880
446,TO,Tupirama,1751,2014,1721257,1496880
447,TO,Tupiratins,2402,2014,1721307,1496880
448,TO,Wanderlândia,11509,2014,1722081,1496880
449,TO,Xambioá,11722,2014,1722107,1496880
450,MA,Açailândia,108765,2014,2100055,6850884
451,MA,Afonso Cunha,6277,2014,2100105,6850884
452,MA,Água Doce do Maranhão,12146,2014,2100154,6850884
453,MA,Alcântara,21652,2014,2100204,6850884
454,MA,Aldeias Altas,25509,2014,2100303,6850884
455,MA,Altamira do Maranhão,11699,2014,2100402,6850884
456,MA,Alto Alegre do Maranhão,26056,2014,2100436,6850884
457,MA,Alto Alegre do Pindaré,31271,2014,2100477,6850884
458,MA,Alto Parnaíba,10931,2014,2100501,6850884
459,MA,Amapá do Maranhão,6731,2014,2100550,6850884
460,MA,Amarante do Maranhão,39974,2014,2100600,6850884
461,MA,Anajatuba,26618,2014,2100709,6850884
462,MA,Anapurus,15057,2014,2100808,6850884
463,MA,Apicum-Açu,17712,2014,2100832,6850884
464,MA,Araguanã,14843,2014,2100873,6850884
465,MA,Araioses,44800,2014,2100907,6850884
466,MA,Arame,31944,2014,2100956,6850884
467,MA,Arari,29096,2014,2101004,6850884
468,MA,Axixá,11780,2014,2101103,6850884
469,MA,Bacabal,102265,2014,2101202,6850884
470,MA,Bacabeira,16276,2014,2101251,6850884
471,MA,Bacuri,17280,2014,2101301,6850884
472,MA,Bacurituba,5477,2014,2101350,6850884
473,MA,Balsas,90679,2014,2101400,6850884
474,MA,Barão de Grajaú,18223,2014,2101509,6850884
475,MA,Barra do Corda,85603,2014,2101608,6850884
476,MA,Barreirinhas,59623,2014,2101707,6850884
477,MA,Bela Vista do Maranhão,10836,2014,2101772,6850884
478,MA,Belágua,7191,2014,2101731,6850884
479,MA,Benedito Leite,5515,2014,2101806,6850884
480,MA,Bequimão,20837,2014,2101905,6850884
481,MA,Bernardo do Mearim,5860,2014,2101939,6850884
482,MA,Boa Vista do Gurupi,8816,2014,2101970,6850884
483,MA,Bom Jardim,40405,2014,2102002,6850884
484,MA,Bom Jesus das Selvas,32133,2014,2102036,6850884
485,MA,Bom Lugar,15655,2014,2102077,6850884
486,MA,Brejo,35124,2014,2102101,6850884
487,MA,Brejo de Areia,4291,2014,2102150,6850884
488,MA,Buriti,27864,2014,2102200,6850884
489,MA,Buriti Bravo,23308,2014,2102309,6850884
490,MA,Buriticupu,69548,2014,2102325,6850884
491,MA,Buritirana,15055,2014,2102358,6850884
492,MA,Cachoeira Grande,8762,2014,2102374,6850884
493,MA,Cajapió,10876,2014,2102408,6850884
494,MA,Cajari,18850,2014,2102507,6850884
495,MA,Campestre do Maranhão,13921,2014,2102556,6850884
496,MA,Cândido Mendes,19567,2014,2102606,6850884
497,MA,Cantanhede,21299,2014,2102705,6850884
498,MA,Capinzal do Norte,10725,2014,2102754,6850884
499,MA,Carolina,23902,2014,2102804,6850884
500,MA,Carutapera,23021,2014,2102903,6850884
501,MA,Caxias,160291,2014,2103000,6850884
502,MA,Cedral,10435,2014,2103109,6850884
503,MA,Central do Maranhão,8354,2014,2103125,6850884
504,MA,Centro do Guilherme,12713,2014,2103158,6850884
505,MA,Centro Novo do Maranhão,20707,2014,2103174,6850884
506,MA,Chapadinha,76972,2014,2103208,6850884
507,MA,Cidelândia,14238,2014,2103257,6850884
508,MA,Codó,119962,2014,2103307,6850884
509,MA,Coelho Neto,48078,2014,2103406,6850884
510,MA,Colinas,40097,2014,2103505,6850884
511,MA,Conceição do Lago-Açu,15554,2014,2103554,6850884
512,MA,Coroatá,63497,2014,2103604,6850884
513,MA,Cururupu,31027,2014,2103703,6850884
514,MA,Davinópolis,12650,2014,2103752,6850884
515,MA,Dom Pedro,22863,2014,2103802,6850884
516,MA,Duque Bacelar,11015,2014,2103901,6850884
517,MA,Esperantinópolis,17238,2014,2104008,6850884
