,UF,codMun,AreaPrestacao
20108,SP,3504800,Toda UF
20109,SP,3504909,Toda UF
20110,SP,3505005,Toda UF
20111,SP,3505104,Toda UF
20112,SP,3505203,Toda UF
20113,SP,3505302,Toda UF
20114,SP,3505351,Toda UF
20115,SP,3505401,Toda UF
20116,SP,3505500,Toda UF
20117,SP,3505609,Toda UF
20118,SP,3505708,Toda UF
20119,SP,3505807,Toda UF
20120,SP,3505906,Toda UF
20121,SP,3506003,Toda UF
20122,SP,3506102,Toda UF
20123,SP,3506201,Toda UF
20124,SP,3506300,Toda UF
20125,SP,3506359,Toda UF
20126,SP,3506409,Toda UF
20127,SP,3506508,Toda UF
20128,SP,3506607,Toda UF
20129,SP,3506706,Toda UF
20130,SP,3506805,Toda UF
20131,SP,3506904,Toda UF
20132,SP,3507001,Toda UF
20133,SP,3507100,Toda UF
20134,SP,3507159,Toda UF
20135,SP,3507209,Toda UF
20136,SP,3507308,Toda UF
20137,SP,3507407,Toda UF
20138,SP,3507456,Toda UF
20139,SP,3507506,Toda UF
20140,SP,3507605,Toda UF
20141,SP,3507704,Toda UF
20142,SP,3507753,Toda UF
20143,SP,3507803,Toda UF
20144,SP,3507902,Toda UF
20145,SP,3508009,Toda UF
20146,SP,3508108,Toda UF
20147,SP,3508207,Toda UF
20148,SP,3508306,Toda UF
20149,SP,3508405,Toda UF
20150,SP,3508504,Toda UF
20151,SP,3508603,Toda UF
20152,SP,3508702,Toda UF
20153,SP,3508801,Toda UF
20154,SP,3508900,Toda UF
20155,SP,3509007,Toda UF
20156,SP,3509106,Toda UF
20157,SP,3509205,Toda UF
20158,SP,3509254,Toda UF
20159,SP,3509304,Toda UF
20160,SP,3509403,Toda UF
20161,SP,3509452,Toda UF
20162,SP,3509502,Toda UF
20163,SP,3509601,Toda UF
20164,SP,3509700,Toda UF
20165,SP,3509809,Toda UF
20166,SP,3509908,Toda UF
20167,SP,3509957,Toda UF
20168,SP,3510005,Toda UF
20169,SP,3510104,Toda UF
20170,SP,3510153,Toda UF
20171,SP,3510203,Toda UF
20172,SP,3510302,Toda UF
20173,SP,3510401,Toda UF
20174,SP,3510500,Toda UF
20175,SP,3510609,Toda UF
20176,SP,3510708,Toda UF
20177,SP,3510807,Toda UF
20178,SP,3510906,Toda UF
20179,SP,3511003,Toda UF
20180,SP,3511102,Toda UF
20181,SP,3511201,Toda UF
20182,SP,3511300,Toda UF
20183,SP,3511409,Toda UF
20184,SP,3511508,Toda UF
20185,SP,3511607,Toda UF
20186,SP,3511706,Toda UF
20187,SP,3557204,Toda UF
20188,SP,3511904,Toda UF
20189,SP,3512001,Toda UF
20190,SP,3512100,Toda UF
20191,SP,3512209,Toda UF
20192,SP,3512308,Toda UF
20193,SP,3512407,Toda UF
20194,SP,3512506,Toda UF
20195,SP,3512605,Toda UF
20196,SP,3512704,Toda UF
20197,SP,3512803,Toda UF
20198,SP,3512902,Toda UF
20199,SP,3513009,Toda UF
20200,SP,3513108,Toda UF
20201,SP,3513207,Toda UF
20202,SP,3513306,Toda UF
20203,SP,3513405,Toda UF
20204,SP,3513504,Toda UF
20205,SP,3513603,Toda UF
20206,SP,3513702,Toda UF
20207,SP,3513801,Toda UF
20208,SP,3513850,Toda UF
20209,SP,3513900,Toda UF
20210,SP,3514007,Toda UF
20211,SP,3514106,Toda UF
20212,SP,3514205,Toda UF
20213,SP,3514304,Toda UF
20214,SP,3514403,Toda UF
20215,SP,3514502,Toda UF
20216,SP,3514601,Toda UF
20217,SP,3514700,Toda UF
20218,SP,3514809,Toda UF
20219,SP,3514908,Toda UF
20220,SP,3514924,Toda UF
20221,SP,3514957,Toda UF
20222,SP,3515004,Toda UF
20223,SP,3515103,Toda UF
20224,SP,3515129,Toda UF
20225,SP,3515152,Toda UF
20226,SP,3515186,Toda UF
20227,SP,3515194,Toda UF
20228,SP,3557303,Toda UF
20229,SP,3515301,Toda UF
20230,SP,3515202,Toda UF
20231,SP,3515350,Toda UF
20232,SP,3515400,Toda UF
20233,SP,3515608,Toda UF
20234,SP,3515509,Toda UF
20235,SP,3515657,Toda UF
20236,SP,3515707,Toda UF
20237,SP,3515806,Toda UF
20238,SP,3515905,Toda UF
20239,SP,3516002,Toda UF
20240,SP,3516101,Toda UF
20241,SP,3516200,Toda UF
20242,SP,3516309,Toda UF
20243,SP,3516408,Toda UF
20244,SP,3516507,Toda UF
20245,SP,3516606,Toda UF
20246,SP,3516705,Toda UF
20247,SP,3516804,Toda UF
20248,SP,3516853,Toda UF
20249,SP,3516903,Toda UF
20250,SP,3517000,Toda UF
20251,SP,3517109,Toda UF
20252,SP,3517208,Toda UF
20253,SP,3517307,Toda UF
20254,SP,3517406,Toda UF
20255,SP,3517505,Toda UF
20256,SP,3517604,Toda UF
20257,SP,3517703,Toda UF
20258,SP,3517802,Toda UF
20259,SP,3517901,Toda UF
20260,SP,3518008,Toda UF
20261,SP,3518107,Toda UF
20262,SP,3518206,Toda UF
20263,SP,3518305,Toda UF
20264,SP,3518404,Toda UF
20265,SP,3518503,Toda UF
20266,SP,3518602,Toda UF
20267,SP,3518701,Toda UF
20268,SP,3518800,Toda UF
20269,SP,3518859,Toda UF
20270,SP,3518909,Toda UF
20271,SP,3519006,Toda UF
20272,SP,3519055,Toda UF
20273,SP,3519071,Toda UF
20274,SP,3519105,Toda UF
20275,SP,3519204,Toda UF
20276,SP,3519253,Toda UF
20277,SP,3519303,Toda UF
20278,SP,3519402,Toda UF
20279,SP,3519501,Toda UF
20280,SP,3519600,Toda UF
20281,SP,3519709,Toda UF
20282,SP,3519808,Toda UF
20283,SP,3519907,Toda UF
20284,SP,3520004,Toda UF
20285,SP,3520103,Toda UF
20286,SP,3520202,Toda UF
20287,SP,3520301,Toda UF
20288,SP,3520426,Toda UF
20289,SP,3520442,Toda UF
20290,SP,3520400,Toda UF
20291,SP,3520509,Toda UF
20292,SP,3520608,Toda UF
20293,SP,3520707,Toda UF
20294,SP,3520806,Toda UF
20295,SP,3520905,Toda UF
20296,SP,3521002,Toda UF
20297,SP,3521101,Toda UF
20298,SP,3521150,Toda UF
20299,SP,3521200,Toda UF
20300,SP,3521309,Toda UF
20301,SP,3521408,Toda UF
20302,SP,3521507,Toda UF
20303,SP,3521606,Toda UF
20304,SP,3521705,Toda UF
20305,SP,3521804,Toda UF
20306,SP,3521903,Toda UF
20307,SP,3522000,Toda UF
20308,SP,3522109,Toda UF
20309,SP,3522158,Toda UF
20310,SP,3522208,Toda UF
20311,SP,3522307,Toda UF
20312,SP,3522406,Toda UF
20313,SP,3522505,Toda UF
20314,SP,3522604,Toda UF
20315,SP,3522653,Toda UF
20316,SP,3522703,Toda UF
20317,SP,3522802,Toda UF
20318,SP,3522901,Toda UF
20319,SP,3523008,Toda UF
20320,SP,3523107,Toda UF
20321,SP,3523206,Toda UF
20322,SP,3523305,Toda UF
20323,SP,3523404,Toda UF
20324,SP,3523503,Toda UF
20325,SP,3523602,Toda UF
20326,SP,3523701,Toda UF
20327,SP,3523800,Toda UF
20328,SP,3523909,Toda UF
20329,SP,3524006,Toda UF
20330,SP,3524105,Toda UF
20331,SP,3524204,Toda UF
20332,SP,3524303,Toda UF
20333,SP,3524402,Toda UF
20334,SP,3524501,Toda UF
20335,SP,3524600,Toda UF
20336,SP,3524709,Toda UF
20337,SP,3524808,Toda UF
20338,SP,3524907,Toda UF
20339,SP,3525003,Toda UF
20340,SP,3525102,Toda UF
20341,SP,3525201,Toda UF
20342,SP,3525300,Toda UF
20343,SP,3525409,Toda UF
20344,SP,3525508,Toda UF
20345,SP,3525607,Toda UF
20346,SP,3525706,Toda UF
20347,SP,3525805,Toda UF
20348,SP,3525854,Toda UF
20349,SP,3525904,Toda UF
20350,SP,3526001,Toda UF
20351,SP,3526100,Toda UF
20352,SP,3526209,Toda UF
20353,SP,3526308,Toda UF
20354,SP,3526407,Toda UF
20355,SP,3526506,Toda UF
20356,SP,3526605,Toda UF
20357,SP,3526704,Toda UF
20358,SP,3526803,Toda UF
20359,SP,3526902,Toda UF
20360,SP,3527009,Toda UF
20361,SP,3527108,Toda UF
20362,SP,3527207,Toda UF
20363,SP,3527256,Toda UF
20364,SP,3527306,Toda UF
20365,SP,3527405,Toda UF
20366,SP,3527504,Toda UF
20367,SP,3527603,Toda UF
20368,SP,3527702,Toda UF
20369,SP,3527801,Toda UF
20370,SP,3527900,Toda UF
20371,SP,3528007,Toda UF
20372,SP,3528106,Toda UF
20373,SP,3528205,Toda UF
20374,SP,3528304,Toda UF
20375,SP,3528403,Toda UF
20376,SP,3528502,Toda UF
20377,SP,3528601,Toda UF
20378,SP,3528700,Toda UF
20379,SP,3528809,Toda UF
20380,SP,3528858,Toda UF
20381,SP,3528908,Toda UF
20382,SP,3529005,Toda UF
20383,SP,3529104,Toda UF
20384,SP,3529203,Toda UF
20385,SP,3529302,Toda UF
20386,SP,3529401,Toda UF
20387,SP,3529500,Toda UF
20388,SP,3529609,Toda UF
20389,SP,3529658,Toda UF
20390,SP,3529708,Toda UF
20391,SP,3529807,Toda UF
20392,SP,3530003,Toda UF
20393,SP,3529906,Toda UF
20394,SP,3530102,Toda UF
20395,SP,3530201,Toda UF
20396,SP,3530300,Toda UF
20397,SP,3530409,Toda UF
20398,SP,3530508,Toda UF
20399,SP,3530607,Toda UF
20400,SP,3530706,Toda UF
20401,SP,3530805,Toda UF
20402,SP,3530904,Toda UF
20403,SP,3531001,Toda UF
20404,SP,3531100,Toda UF
20405,SP,3531209,Toda UF
20406,SP,3531308,Toda UF
20407,SP,3531407,Toda UF
20408,SP,3531506,Toda UF
20409,SP,3531605,Toda UF
20410,SP,3531803,Toda UF
20411,SP,3531704,Toda UF
20412,SP,3531902,Toda UF
20413,SP,3532009,Toda UF
20414,SP,3532058,Toda UF
20415,SP,3532108,Toda UF
20416,SP,3532157,Toda UF
20417,SP,3532207,Toda UF
20418,SP,3532306,Toda UF
20419,SP,3532405,Toda UF
20420,SP,3532504,Toda UF
20421,SP,3532603,Toda UF
20422,SP,3532702,Toda UF
20423,SP,3532801,Toda UF
20424,SP,3532827,Toda UF
20425,SP,3532843,Toda UF
20426,SP,3532868,Toda UF
20427,SP,3532900,Toda UF
20428,SP,3533007,Toda UF
20429,SP,3533106,Toda UF
20430,SP,3533205,Toda UF
20431,SP,3533304,Toda UF
20432,SP,3533403,Toda UF
20433,SP,3533254,Toda UF
20434,SP,3533502,Toda UF
20435,SP,3533601,Toda UF
20436,SP,3533700,Toda UF
20437,SP,3533809,Toda UF
20438,SP,3533908,Toda UF
20439,SP,3534005,Toda UF
20440,SP,3534104,Toda UF
20441,SP,3534203,Toda UF
20442,SP,3534302,Toda UF
20443,SP,3534401,Toda UF
20444,SP,3534500,Toda UF
20445,SP,3534609,Toda UF
20446,SP,3534708,Toda UF
20447,SP,3534807,Toda UF
20448,SP,3534757,Toda UF
20449,SP,3534906,Toda UF
20450,SP,3535002,Toda UF
20451,SP,3535101,Toda UF
20452,SP,3535200,Toda UF
20453,SP,3535309,Toda UF
20454,SP,3535408,Toda UF
20455,SP,3535507,Toda UF
20456,SP,3535606,Toda UF
20457,SP,3535705,Toda UF
20458,SP,3535804,Toda UF
20459,SP,3535903,Toda UF
20460,SP,3536000,Toda UF
20461,SP,3536109,Toda UF
20462,SP,3536208,Toda UF
20463,SP,3536257,Toda UF
20464,SP,3536307,Toda UF
20465,SP,3536406,Toda UF
20466,SP,3536505,Toda UF
20467,SP,3536570,Toda UF
20468,SP,3536604,Toda UF
20469,SP,3536703,Toda UF
20470,SP,3536802,Toda UF
20471,SP,3536901,Toda UF
20472,SP,3537008,Toda UF
20473,SP,3537107,Toda UF
20474,SP,3537156,Toda UF
20475,SP,3537206,Toda UF
20476,SP,3537305,Toda UF
20477,SP,3537404,Toda UF
20478,SP,3537503,Toda UF
20479,SP,3537602,Toda UF
20480,SP,3537701,Toda UF
20481,SP,3537800,Toda UF
20482,SP,3537909,Toda UF
20483,SP,3538006,Toda UF
20484,SP,3538105,Toda UF
20485,SP,3538204,Toda UF
20486,SP,3538303,Toda UF
20487,SP,3538501,Toda UF
20488,SP,3538600,Toda UF
20489,SP,3538709,Toda UF
20490,SP,3538808,Toda UF
20491,SP,3538907,Toda UF
20492,SP,3539004,Toda UF
20493,SP,3539103,Toda UF
20494,SP,3539202,Toda UF
20495,SP,3539301,Toda UF
20496,SP,3539400,Toda UF
20497,SP,3539509,Toda UF
20498,SP,3539608,Toda UF
20499,SP,3539707,Toda UF
20500,SP,3539806,Toda UF
20501,SP,3539905,Toda UF
20502,SP,3540002,Toda UF
20503,SP,3540101,Toda UF
20504,SP,3540200,Toda UF
20505,SP,3540259,Toda UF
20506,SP,3540309,Toda UF
20507,SP,3540408,Toda UF
20508,SP,3540507,Toda UF
20509,SP,3540606,Toda UF
20510,SP,3540705,Toda UF
20511,SP,3540754,Toda UF
20512,SP,3540804,Toda UF
20513,SP,3540853,Toda UF
20514,SP,3540903,Toda UF
20515,SP,3541000,Toda UF
20516,SP,3541059,Toda UF
20517,SP,3541109,Toda UF
20518,SP,3541208,Toda UF
20519,SP,3541307,Toda UF
20520,SP,3541406,Toda UF
20521,SP,3541505,Toda UF
20522,SP,3541604,Toda UF
20523,SP,3541653,Toda UF
20524,SP,3541703,Toda UF
20525,SP,3541802,Toda UF
20526,SP,3541901,Toda UF
20527,SP,3542008,Toda UF
20528,SP,3542107,Toda UF
20529,SP,3542206,Toda UF
20530,SP,3542305,Toda UF
20531,SP,3542404,Toda UF
20532,SP,3542503,Toda UF
20533,SP,3542602,Toda UF
20534,SP,3542701,Toda UF
20535,SP,3542800,Toda UF
20536,SP,3542909,Toda UF
20537,SP,3543006,Toda UF
20538,SP,3543105,Toda UF
20539,SP,3543204,Toda UF
20540,SP,3543238,Toda UF
20541,SP,3543253,Toda UF
20542,SP,3543303,Toda UF
20543,SP,3543402,Toda UF
20544,SP,3543600,Toda UF
20545,SP,3543709,Toda UF
20546,SP,3543808,Toda UF
20547,SP,3543907,Toda UF
20548,SP,3544004,Toda UF
20549,SP,3544103,Toda UF
20550,SP,3544202,Toda UF
20551,SP,3543501,Toda UF
20552,SP,3544251,Toda UF
20553,SP,3544301,Toda UF
20554,SP,3544400,Toda UF
20555,SP,3544509,Toda UF
20556,SP,3544608,Toda UF
20557,SP,3544707,Toda UF
20558,SP,3544806,Toda UF
20559,SP,3544905,Toda UF
20560,SP,3545001,Toda UF
20561,SP,3545100,Toda UF
20562,SP,3545159,Toda UF
20563,SP,3545209,Toda UF
20564,SP,3545308,Toda UF
20565,SP,3545407,Toda UF
20566,SP,3545506,Toda UF
20567,SP,3545605,Toda UF
20568,SP,3545704,Toda UF
20569,SP,3545803,Toda UF
20570,SP,3546009,Toda UF
20571,SP,3546108,Toda UF
20572,SP,3546207,Toda UF
20573,SP,3546256,Toda UF
20574,SP,3546306,Toda UF
20575,SP,3546405,Toda UF
20576,SP,3546504,Toda UF
20577,SP,3546603,Toda UF
20578,SP,3546702,Toda UF
20579,SP,3546801,Toda UF
20580,SP,3546900,Toda UF
20581,SP,3547007,Toda UF
20582,SP,3547106,Toda UF
20583,SP,3547502,Toda UF
20584,SP,3547403,Toda UF
20585,SP,3547601,Toda UF
20586,SP,3547650,Toda UF
20587,SP,3547205,Toda UF
20588,SP,3547304,Toda UF
20589,SP,3547700,Toda UF
20590,SP,3547809,Toda UF
20591,SP,3547908,Toda UF
20592,SP,3548005,Toda UF
20593,SP,3548054,Toda UF
20594,SP,3548104,Toda UF
20595,SP,3548203,Toda UF
20596,SP,3548302,Toda UF
20597,SP,3548401,Toda UF
20598,SP,3548500,Toda UF
20599,SP,3548609,Toda UF
20600,SP,3548708,Toda UF
20601,SP,3548807,Toda UF
20602,SP,3548906,Toda UF
20603,SP,3549003,Toda UF
20604,SP,3549102,Toda UF
20605,SP,3549201,Toda UF
20606,SP,3549250,Toda UF
20607,SP,3549300,Toda UF
20608,SP,3549409,Toda UF
20609,SP,3549508,Toda UF
20610,SP,3549607,Toda UF
20611,SP,3549706,Toda UF
20612,SP,3549805,Toda UF
20613,SP,3549904,Toda UF
20614,SP,3549953,Toda UF
20615,SP,3550001,Toda UF
20616,SP,3550100,Toda UF
20617,SP,3550209,Toda UF
20618,SP,3550308,Toda UF
20619,SP,3550407,Toda UF
20620,SP,3550506,Toda UF
20621,SP,3550605,Toda UF
20622,SP,3550704,Toda UF
20623,SP,3550803,Toda UF
20624,SP,3550902,Toda UF
20625,SP,3551009,Toda UF
20626,SP,3551108,Toda UF
20627,SP,3551207,Toda UF
20628,SP,3551306,Toda UF
20629,SP,3551405,Toda UF
20630,SP,3551603,Toda UF
20631,SP,3551504,Toda UF
20632,SP,3551702,Toda UF
20633,SP,3551801,Toda UF
20634,SP,3551900,Toda UF
20635,SP,3552007,Toda UF
20636,SP,3552106,Toda UF
20637,SP,3552205,Toda UF
20638,SP,3552304,Toda UF
20639,SP,3552403,Toda UF
20640,SP,3552551,Toda UF
20641,SP,3552502,Toda UF
20642,SP,3552601,Toda UF
20643,SP,3552700,Toda UF
20644,SP,3552809,Toda UF
20645,SP,3552908,Toda UF
20646,SP,3553005,Toda UF
20647,SP,3553104,Toda UF
20648,SP,3553203,Toda UF
20649,SP,3553302,Toda UF
20650,SP,3553401,Toda UF
20651,SP,3553500,Toda UF
20652,SP,3553609,Toda UF
20653,SP,3553658,Toda UF
20654,SP,3553708,Toda UF
20655,SP,3553807,Toda UF
20656,SP,3553856,Toda UF
20657,SP,3553906,Toda UF
20658,SP,3553955,Toda UF
20659,SP,3554003,Toda UF
20660,SP,3554102,Toda UF
20661,SP,3554201,Toda UF
20662,SP,3554300,Toda UF
20663,SP,3554409,Toda UF
20664,SP,3554508,Toda UF
20665,SP,3554607,Toda UF
20666,SP,3554656,Toda UF
20667,SP,3554706,Toda UF
20668,SP,3554755,Toda UF
20669,SP,3554805,Toda UF
20670,SP,3554904,Toda UF
20671,SP,3554953,Toda UF
20672,SP,3555000,Toda UF
20673,SP,3555109,Toda UF
20674,SP,3555208,Toda UF
20675,SP,3555307,Toda UF
20676,SP,3555356,Toda UF
20677,SP,3555406,Toda UF
20678,SP,3555505,Toda UF
20679,SP,3555604,Toda UF
20680,SP,3555703,Toda UF
20681,SP,3555802,Toda UF
20682,SP,3555901,Toda UF
20683,SP,3556008,Toda UF
20684,SP,3556107,Toda UF
20685,SP,3556206,Toda UF
20686,SP,3556305,Toda UF
20687,SP,3556354,Toda UF
20688,SP,3556404,Toda UF
20689,SP,3556453,Toda UF
20690,SP,3556503,Toda UF
20691,SP,3556602,Toda UF
20692,SP,3556701,Toda UF
20693,SP,3556800,Toda UF
20694,SP,3556909,Toda UF
20695,SP,3556958,Toda UF
20696,SP,3557006,Toda UF
20697,SP,3557105,Toda UF
20698,SP,3557154,Toda UF
20699,PR,4100103,Toda UF
20700,PR,4100202,Toda UF
20701,PR,4100301,Toda UF
20702,PR,4100400,Toda UF
20703,PR,4100459,Toda UF
20704,PR,4128625,Toda UF
20705,PR,4100608,Toda UF
20706,PR,4100707,Toda UF
20707,PR,4100509,Toda UF
20708,PR,4100806,Toda UF
20709,PR,4100905,Toda UF
20710,PR,4101002,Toda UF
20711,PR,4101051,Toda UF
20712,PR,4101101,Toda UF
20713,PR,4101150,Toda UF
20714,PR,4101200,Toda UF
20715,PR,4101309,Toda UF
20716,PR,4101408,Toda UF
20717,PR,4101507,Toda UF
20718,PR,4101606,Toda UF
20719,PR,4101655,Toda UF
20720,PR,4101705,Toda UF
20721,PR,4101804,Toda UF
20722,PR,4101853,Toda UF
20723,PR,4101903,Toda UF
20724,PR,4102000,Toda UF
20725,PR,4102109,Toda UF
20726,PR,4102208,Toda UF
20727,PR,4102307,Toda UF
20728,PR,4102406,Toda UF
20729,PR,4102505,Toda UF
20730,PR,4102703,Toda UF
20731,PR,4102604,Toda UF
20732,PR,4102752,Toda UF
20733,PR,4102802,Toda UF
20734,PR,4102901,Toda UF
20735,PR,4103008,Toda UF
20736,PR,4103024,Toda UF
20737,PR,4103040,Toda UF
20738,PR,4103057,Toda UF
20739,PR,4103107,Toda UF
20740,PR,4103156,Toda UF
20741,PR,4103206,Toda UF
20742,PR,4103222,Toda UF
20743,PR,4103305,Toda UF
20744,PR,4103354,Toda UF
20745,PR,4103370,Toda UF
20746,PR,4103404,Toda UF
20747,PR,4103453,Toda UF
20748,PR,4103479,Toda UF
20749,PR,4103503,Toda UF
20750,PR,4103602,Toda UF
20751,PR,4103701,Toda UF
20752,PR,4103800,Toda UF
20753,PR,4103909,Toda UF
20754,PR,4103958,Toda UF
20755,PR,4104006,Toda UF
20756,PR,4104055,Toda UF
20757,PR,4104105,Toda UF
20758,PR,4104204,Toda UF
20759,PR,4104253,Toda UF
20760,PR,4104303,Toda UF
20761,PR,4104402,Toda UF
20762,PR,4104428,Toda UF
20763,PR,4104451,Toda UF
20764,PR,4104501,Toda UF
20765,PR,4104600,Toda UF
20766,PR,4104659,Toda UF
20767,PR,4104709,Toda UF
20768,PR,4104808,Toda UF
20769,PR,4104907,Toda UF
20770,PR,4105003,Toda UF
20771,PR,4105102,Toda UF
20772,PR,4105201,Toda UF
20773,PR,4105300,Toda UF
20774,PR,4105409,Toda UF
20775,PR,4105508,Toda UF
20776,PR,4105607,Toda UF
20777,PR,4105706,Toda UF
20778,PR,4105805,Toda UF
20779,PR,4105904,Toda UF
20780,PR,4106001,Toda UF
20781,PR,4106100,Toda UF
20782,PR,4106209,Toda UF
20783,PR,4106308,Toda UF
20784,PR,4106407,Toda UF
20785,PR,4106456,Toda UF
20786,PR,4106506,Toda UF
20787,PR,4106555,Toda UF
20788,PR,4106803,Toda UF
20789,PR,4106571,Toda UF
20790,PR,4106605,Toda UF
20791,PR,4106704,Toda UF
20792,PR,4106852,Toda UF
20793,PR,4106902,Toda UF
20794,PR,4107009,Toda UF
20795,PR,4107108,Toda UF
20796,PR,4107124,Toda UF
20797,PR,4107157,Toda UF
20798,PR,4107207,Toda UF
20799,PR,4107256,Toda UF
20800,PR,4107306,Toda UF
20801,PR,4128633,Toda UF
20802,PR,4107405,Toda UF
20803,PR,4107504,Toda UF
20804,PR,4107538,Toda UF
20805,PR,4107520,Toda UF
20806,PR,4107546,Toda UF
20807,PR,4107553,Toda UF
20808,PR,4107603,Toda UF
20809,PR,4107652,Toda UF
20810,PR,4107702,Toda UF
20811,PR,4107736,Toda UF
20812,PR,4107751,Toda UF
20813,PR,4107850,Toda UF
20814,PR,4107801,Toda UF
20815,PR,4107900,Toda UF
20816,PR,4108007,Toda UF
20817,PR,4108106,Toda UF
20818,PR,4108205,Toda UF
20819,PR,4108304,Toda UF
20820,PR,4108452,Toda UF
20821,PR,4108320,Toda UF
20822,PR,4108403,Toda UF
20823,PR,4108502,Toda UF
20824,PR,4108551,Toda UF
20825,PR,4108601,Toda UF
20826,PR,4108650,Toda UF
20827,PR,4108700,Toda UF
20828,PR,4108809,Toda UF
20829,PR,4108908,Toda UF
20830,PR,4108957,Toda UF
20831,PR,4109005,Toda UF
20832,PR,4109104,Toda UF
20833,PR,4109203,Toda UF
20834,PR,4109302,Toda UF
20835,PR,4109401,Toda UF
20836,PR,4109500,Toda UF
20837,PR,4109609,Toda UF
20838,PR,4109658,Toda UF
20839,PR,4109708,Toda UF
20840,PR,4109757,Toda UF
20841,PR,4109807,Toda UF
20842,PR,4109906,Toda UF
20843,PR,4110003,Toda UF
20844,PR,4110052,Toda UF
20845,PR,4110078,Toda UF
20846,PR,4110102,Toda UF
20847,PR,4110201,Toda UF
20848,PR,4110300,Toda UF
20849,PR,4110409,Toda UF
20850,PR,4110508,Toda UF
20851,PR,4110607,Toda UF
20852,PR,4110656,Toda UF
20853,PR,4110706,Toda UF
20854,PR,4110805,Toda UF
20855,PR,4110904,Toda UF
20856,PR,4110953,Toda UF
20857,PR,4111001,Toda UF
20858,PR,4111100,Toda UF
20859,PR,4111209,Toda UF
20860,PR,4111258,Toda UF
20861,PR,4111308,Toda UF
20862,PR,4111407,Toda UF
20863,PR,4111506,Toda UF
20864,PR,4111555,Toda UF
20865,PR,4111605,Toda UF
20866,PR,4111704,Toda UF
20867,PR,4111803,Toda UF
20868,PR,4111902,Toda UF
20869,PR,4112009,Toda UF
20870,PR,4112108,Toda UF
20871,PR,4112207,Toda UF
20872,PR,4112306,Toda UF
20873,PR,4112405,Toda UF
20874,PR,4112504,Toda UF
20875,PR,4112603,Toda UF
20876,PR,4112702,Toda UF
20877,PR,4112751,Toda UF
20878,PR,4112801,Toda UF
20879,PR,4112900,Toda UF
20880,PR,4112959,Toda UF
20881,PR,4113007,Toda UF
20882,PR,4113106,Toda UF
20883,PR,4113205,Toda UF
20884,PR,4113254,Toda UF
20885,PR,4113304,Toda UF
20886,PR,4113403,Toda UF
20887,PR,4113429,Toda UF
20888,PR,4113452,Toda UF
20889,PR,4113502,Toda UF
20890,PR,4113601,Toda UF
20891,PR,4113700,Toda UF
20892,PR,4113734,Toda UF
20893,PR,4113759,Toda UF
20894,PR,4113809,Toda UF
20895,PR,4113908,Toda UF
20896,PR,4114005,Toda UF
20897,PR,4114104,Toda UF
20898,PR,4114203,Toda UF
20899,PR,4114302,Toda UF
20900,PR,4114351,Toda UF
20901,PR,4114401,Toda UF
20902,PR,4114500,Toda UF
20903,PR,4114609,Toda UF
20904,PR,4114708,Toda UF
20905,PR,4114807,Toda UF
20906,PR,4114906,Toda UF
20907,PR,4115002,Toda UF
20908,PR,4115101,Toda UF
20909,PR,4115200,Toda UF
20910,PR,4115309,Toda UF
20911,PR,4115358,Toda UF
20912,PR,4115408,Toda UF
20913,PR,4115457,Toda UF
20914,PR,4115507,Toda UF
20915,PR,4115606,Toda UF
20916,PR,4115705,Toda UF
20917,PR,4115739,Toda UF
20918,PR,4115754,Toda UF
20919,PR,4115804,Toda UF
20920,PR,4115853,Toda UF
20921,PR,4115903,Toda UF
20922,PR,4116000,Toda UF
20923,PR,4116059,Toda UF
20924,PR,4116109,Toda UF
20925,PR,4116208,Toda UF
20926,PR,4116307,Toda UF
20927,PR,4116406,Toda UF
20928,PR,4116505,Toda UF
20929,PR,4116604,Toda UF
20930,PR,4116703,Toda UF
20931,PR,4116802,Toda UF
20932,PR,4116901,Toda UF
20933,PR,4116950,Toda UF
20934,PR,4117008,Toda UF
20935,PR,4117057,Toda UF
20936,PR,4117107,Toda UF
20937,PR,4117206,Toda UF
20938,PR,4117255,Toda UF
20939,PR,4117214,Toda UF
20940,PR,4117222,Toda UF
20941,PR,4117271,Toda UF
20942,PR,4117297,Toda UF
20943,PR,4117305,Toda UF
20944,PR,4117404,Toda UF
20945,PR,4117453,Toda UF
20946,PR,4117503,Toda UF
20947,PR,4117602,Toda UF
20948,PR,4117701,Toda UF
20949,PR,4117800,Toda UF
20950,PR,4117909,Toda UF
20951,PR,4118006,Toda UF
20952,PR,4118105,Toda UF
20953,PR,4118204,Toda UF
20954,PR,4118303,Toda UF
20955,PR,4118402,Toda UF
20956,PR,4118451,Toda UF
20957,PR,4118501,Toda UF
20958,PR,4118600,Toda UF
20959,PR,4118709,Toda UF
20960,PR,4118808,Toda UF
20961,PR,4118857,Toda UF
20962,PR,4118907,Toda UF
20963,PR,4119004,Toda UF
20964,PR,4119103,Toda UF
20965,PR,4119152,Toda UF
20966,PR,4119251,Toda UF
20967,PR,4119202,Toda UF
20968,PR,4119301,Toda UF
20969,PR,4119400,Toda UF
20970,PR,4119509,Toda UF
20971,PR,4119608,Toda UF
20972,PR,4119657,Toda UF
20973,PR,4119707,Toda UF
20974,PR,4119806,Toda UF
20975,PR,4119905,Toda UF
20976,PR,4119954,Toda UF
20977,PR,4120002,Toda UF
20978,PR,4120101,Toda UF
20979,PR,4120150,Toda UF
20980,PR,4120200,Toda UF
