,UF,codMun,AreaPrestacao
6740,RO,1100254,CN 69
6741,RO,1100262,CN 69
6742,RO,1100288,CN 69
6743,RO,1100296,CN 69
6744,RO,1100304,CN 69
6745,RO,1100320,CN 69
6746,RO,1100338,CN 69
6747,RO,1100346,CN 69
6748,RO,1100379,CN 69
6749,RO,1100403,CN 69
6750,RO,1100452,CN 69
6751,RO,1100502,CN 69
6752,RO,1100601,CN 69
6753,RO,1100700,CN 69
6754,RO,1100809,CN 69
6755,RO,1100908,CN 69
6756,RO,1100924,CN 69
6757,RO,1100940,CN 69
6758,RO,1101005,CN 69
6759,RO,1101104,CN 69
6760,RO,1101203,CN 69
6761,RO,1101302,CN 69
6762,RO,1101401,CN 69
6763,RO,1101435,CN 69
6764,RO,1101450,CN 69
6765,RO,1101468,CN 69
6766,RO,1101476,CN 69
6767,RO,1101484,CN 69
6768,RO,1101492,CN 69
6769,RO,1101500,CN 69
6770,RO,1101559,CN 69
6771,RO,1101609,CN 69
6772,RO,1101708,CN 69
6773,RO,1101757,CN 69
6774,RO,1101807,CN 69
6775,RR,1400027,CN 95
6776,RR,1400050,CN 95
6777,RR,1400100,CN 95
6778,RR,1400159,CN 95
6779,RR,1400175,CN 95
6780,RR,1400209,CN 95
6781,RR,1400233,CN 95
6782,RR,1400282,CN 95
6783,RR,1400308,CN 95
6784,RR,1400407,CN 95
6785,RR,1400456,CN 95
6786,RR,1400472,CN 95
6787,RR,1400506,CN 95
6788,RR,1400605,CN 95
6789,RR,1400704,CN 95
6790,RS,4300570,CN 51
6791,RS,4300604,CN 51
6792,RS,4300638,CN 51
6793,RS,4300703,CN 51
6794,RS,4300851,CN 51
6795,RS,4300877,CN 51
6796,RS,4301008,CN 51
6797,RS,4301057,CN 51
6798,RS,4301107,CN 51
6799,RS,4301206,CN 51
6800,RS,4301404,CN 51
6801,RS,4301636,CN 51
6802,RS,4301651,CN 51
6803,RS,4301750,CN 51
6804,RS,4301909,CN 51
6805,RS,4302352,CN 51
6806,RS,4302402,CN 51
6807,RS,4302451,CN 51
6808,RS,4302659,CN 51
6809,RS,4302709,CN 51
6810,RS,4303004,CN 51
6811,RS,4303103,CN 51
6812,RS,4303509,CN 51
6813,RS,4303905,CN 51
6814,RS,4304200,CN 51
6815,RS,4304606,CN 51
6816,RS,4304614,CN 51
6817,RS,4304630,CN 51
6818,RS,4304671,CN 51
6819,RS,4304689,CN 51
6820,RS,4304697,CN 51
6821,RS,4304713,CN 51
6822,RS,4305132,CN 51
6823,RS,4305173,CN 51
6824,RS,4305355,CN 51
6825,RS,4305447,CN 51
6826,RS,4305454,CN 51
6827,RS,4305587,CN 51
6828,RS,4305835,CN 51
6829,RS,4306056,CN 51
6830,RS,4306205,CN 51
6831,RS,4306403,CN 51
6832,RS,4306502,CN 51
6833,RS,4306551,CN 51
6834,RS,4306759,CN 51
6835,RS,4306767,CN 51
6836,RS,4306809,CN 51
6837,RS,4306908,CN 51
6838,RS,4307609,CN 51
6839,RS,4307708,CN 51
6840,RS,4307807,CN 51
6841,RS,4307815,CN 51
6842,RS,4308078,CN 51
6843,RS,4308102,CN 51
6844,RS,4308433,CN 51
6845,RS,4308805,CN 51
6846,RS,4309050,CN 51
6847,RS,4309159,CN 51
6848,RS,4309209,CN 51
6849,RS,4309308,CN 51
6850,RS,4309555,CN 51
6851,RS,4309571,CN 51
6852,RS,4309753,CN 51
6853,RS,4310108,CN 51
6854,RS,4310306,CN 51
6855,RS,4310330,CN 51
6856,RS,4310363,CN 51
6857,RS,4310579,CN 51
6858,RS,4310652,CN 51
6859,RS,4310801,CN 51
6860,RS,4311239,CN 51
6861,RS,4311254,CN 51
6862,RS,4311403,CN 51
6863,RS,4311627,CN 51
6864,RS,4311643,CN 51
6865,RS,4311734,CN 51
6866,RS,4311775,CN 51
6867,RS,4311791,CN 51
6868,RS,4311981,CN 51
6869,RS,4312054,CN 51
6870,RS,4312153,CN 51
6871,RS,4312252,CN 51
6872,RS,4312401,CN 51
6873,RS,4312443,CN 51
6874,RS,4312476,CN 51
6875,RS,4312500,CN 51
6876,RS,4312609,CN 51
6877,RS,4313003,CN 51
6878,RS,4313060,CN 51
6879,RS,4313375,CN 51
6880,RS,4313391,CN 51
6881,RS,4313409,CN 51
6882,RS,4313508,CN 51
6883,RS,4313656,CN 51
6884,RS,4313953,CN 51
6885,RS,4314035,CN 51
6886,RS,4314050,CN 51
6887,RS,4314068,CN 51
6888,RS,4314076,CN 51
6889,RS,4314159,CN 51
6890,RS,4314548,CN 51
6891,RS,4314753,CN 51
6892,RS,4314803,CN 51
6893,RS,4314902,CN 51
6894,RS,4315131,CN 51
6895,RS,4315149,CN 51
6896,RS,4315156,CN 51
6897,RS,4315206,CN 51
6898,RS,4315453,CN 51
6899,RS,4315701,CN 51
6900,RS,4315750,CN 51
6901,RS,4315800,CN 51
6902,RS,4316006,CN 51
6903,RS,4316501,CN 51
6904,RS,4316758,CN 51
6905,RS,4316808,CN 51
6906,RS,4316956,CN 51
6907,RS,4317608,CN 51
6908,RS,4318408,CN 51
6909,RS,4318481,CN 51
6910,RS,4318614,CN 51
6911,RS,4318705,CN 51
6912,RS,4319356,CN 51
6913,RS,4319505,CN 51
6914,RS,4319752,CN 51
6915,RS,4319901,CN 51
6916,RS,4320008,CN 51
6917,RS,4320263,CN 51
6918,RS,4320354,CN 51
6919,RS,4320453,CN 51
6920,RS,4320552,CN 51
6921,RS,4320677,CN 51
6922,RS,4320701,CN 51
6923,RS,4320859,CN 51
6924,RS,4321105,CN 51
6925,RS,4321204,CN 51
6926,RS,4321303,CN 51
6927,RS,4321352,CN 51
6928,RS,4321436,CN 51
6929,RS,4321451,CN 51
6930,RS,4321501,CN 51
6931,RS,4321600,CN 51
6932,RS,4321626,CN 51
6933,RS,4321667,CN 51
6934,RS,4321709,CN 51
6935,RS,4321832,CN 51
6936,RS,4322004,CN 51
6937,RS,4322152,CN 51
6938,RS,4322251,CN 51
6939,RS,4322525,CN 51
6940,RS,4322533,CN 51
6941,RS,4322541,CN 51
6942,RS,4322608,CN 51
6943,RS,4322707,CN 51
6944,RS,4322855,CN 51
6945,RS,4323002,CN 51
6946,RS,4323770,CN 51
6947,RS,4323804,CN 51
6948,RS,4300034,CN 53
6949,RS,4301073,CN 53
6950,RS,4301305,CN 53
6951,RS,4301602,CN 53
6952,RS,4304358,CN 53
6953,RS,4304507,CN 53
6954,RS,4304663,CN 53
6955,RS,4305124,CN 53
6956,RS,4305439,CN 53
6957,RS,4306601,CN 53
6958,RS,4307104,CN 53
6959,RS,4309654,CN 53
6960,RS,4311007,CN 53
6961,RS,4312450,CN 53
6962,RS,4314175,CN 53
6963,RS,4314209,CN 53
6964,RS,4314407,CN 53
6965,RS,4314506,CN 53
6966,RS,4314605,CN 53
6967,RS,4315602,CN 53
6968,RS,4317004,CN 53
6969,RS,4317301,CN 53
6970,RS,4318507,CN 53
6971,RS,4318804,CN 53
6972,RS,4322327,CN 53
6973,RS,4300059,CN 54
6974,RS,4300471,CN 54
6975,RS,4300554,CN 54
6976,RS,4300661,CN 54
6977,RS,4300802,CN 54
6978,RS,4300901,CN 54
6979,RS,4301552,CN 54
6980,RS,4301701,CN 54
6981,RS,4301800,CN 54
6982,RS,4301925,CN 54
6983,RS,4301958,CN 54
6984,RS,4302006,CN 54
6985,RS,4302055,CN 54
6986,RS,4302105,CN 54
6987,RS,4302253,CN 54
6988,RS,4302303,CN 54
6989,RS,4303202,CN 54
6990,RS,4303558,CN 54
6991,RS,4303608,CN 54
6992,RS,4303673,CN 54
6993,RS,4303806,CN 54
6994,RS,4304101,CN 54
6995,RS,4304408,CN 54
6996,RS,4304622,CN 54
6997,RS,4304705,CN 54
6998,RS,4304804,CN 54
6999,RS,4304853,CN 54
7000,RS,4304903,CN 54
7001,RS,4304952,CN 54
7002,RS,4305108,CN 54
7003,RS,4305116,CN 54
7004,RS,4305306,CN 54
7005,RS,4305371,CN 54
7006,RS,4305504,CN 54
7007,RS,4305603,CN 54
7008,RS,4305801,CN 54
7009,RS,4305850,CN 54
7010,RS,4305934,CN 54
7011,RS,4305959,CN 54
7012,RS,4305975,CN 54
7013,RS,4306130,CN 54
7014,RS,4306304,CN 54
7015,RS,4306452,CN 54
7016,RS,4306924,CN 54
7017,RS,4306957,CN 54
7018,RS,4306973,CN 54
7019,RS,4307005,CN 54
7020,RS,4307054,CN 54
7021,RS,4307203,CN 54
7022,RS,4307401,CN 54
7023,RS,4307500,CN 54
7024,RS,4307559,CN 54
7025,RS,4307864,CN 54
7026,RS,4307906,CN 54
7027,RS,4308052,CN 54
7028,RS,4308201,CN 54
7029,RS,4308250,CN 54
7030,RS,4308300,CN 54
7031,RS,4308607,CN 54
7032,RS,4308706,CN 54
7033,RS,4308854,CN 54
7034,RS,4308904,CN 54
7035,RS,4309100,CN 54
7036,RS,4309126,CN 54
7037,RS,4309258,CN 54
7038,RS,4309407,CN 54
7039,RS,4309803,CN 54
7040,RS,4309902,CN 54
7041,RS,4309951,CN 54
7042,RS,4310009,CN 54
7043,RS,4310439,CN 54
7044,RS,4310462,CN 54
7045,RS,4310702,CN 54
7046,RS,4310900,CN 54
7047,RS,4311122,CN 54
7048,RS,4311270,CN 54
7049,RS,4311304,CN 54
7050,RS,4311700,CN 54
7051,RS,4311809,CN 54
7052,RS,4311908,CN 54
7053,RS,4312005,CN 54
7054,RS,4312138,CN 54
7055,RS,4312203,CN 54
7056,RS,4312351,CN 54
7057,RS,4312377,CN 54
7058,RS,4312385,CN 54
7059,RS,4312427,CN 54
7060,RS,4312617,CN 54
7061,RS,4312625,CN 54
7062,RS,4312658,CN 54
7063,RS,4312674,CN 54
7064,RS,4312708,CN 54
7065,RS,4312757,CN 54
7066,RS,4312807,CN 54
7067,RS,4312906,CN 54
7068,RS,4312955,CN 54
7069,RS,4313086,CN 54
7070,RS,4313201,CN 54
7071,RS,4313300,CN 54
7072,RS,4313359,CN 54
7073,RS,4313466,CN 54
7074,RS,4313607,CN 54
7075,RS,4314001,CN 54
7076,RS,4314100,CN 54
7077,RS,4314134,CN 54
7078,RS,4314423,CN 54
7079,RS,4314464,CN 54
7080,RS,4314779,CN 54
7081,RS,4314787,CN 54
7082,RS,4315172,CN 54
7083,RS,4315313,CN 54
7084,RS,4315354,CN 54
7085,RS,4315552,CN 54
7086,RS,4316105,CN 54
7087,RS,4316204,CN 54
7088,RS,4316600,CN 54
7089,RS,4316733,CN 54
7090,RS,4317251,CN 54
7091,RS,4317558,CN 54
7092,RS,4317756,CN 54
7093,RS,4317954,CN 54
7094,RS,4318051,CN 54
7095,RS,4318200,CN 54
7096,RS,4318424,CN 54
7097,RS,4318440,CN 54
7098,RS,4318465,CN 54
7099,RS,4318606,CN 54
7100,RS,4318622,CN 54
7101,RS,4319000,CN 54
7102,RS,4319703,CN 54
7103,RS,4319711,CN 54
7104,RS,4320107,CN 54
7105,RS,4320305,CN 54
7106,RS,4320404,CN 54
7107,RS,4320503,CN 54
7108,RS,4320602,CN 54
7109,RS,4320800,CN 54
7110,RS,4320909,CN 54
7111,RS,4321006,CN 54
7112,RS,4321469,CN 54
7113,RS,4321634,CN 54
7114,RS,4321857,CN 54
7115,RS,4321956,CN 54
7116,RS,4322186,CN 54
7117,RS,4322350,CN 54
7118,RS,4322509,CN 54
7119,RS,4322558,CN 54
7120,RS,4322806,CN 54
7121,RS,4322905,CN 54
7122,RS,4323200,CN 54
7123,RS,4323309,CN 54
7124,RS,4323358,CN 54
7125,RS,4323408,CN 54
7126,RS,4323606,CN 54
7127,RS,4300109,CN 55
7128,RS,4300208,CN 55
7129,RS,4300307,CN 55
7130,RS,4300406,CN 55
7131,RS,4300455,CN 55
7132,RS,4300505,CN 55
7133,RS,4300646,CN 55
7134,RS,4301503,CN 55
7135,RS,4301859,CN 55
7136,RS,4301875,CN 55
7137,RS,4302154,CN 55
7138,RS,4302204,CN 55
7139,RS,4302220,CN 55
7140,RS,4302238,CN 55
7141,RS,4302378,CN 55
7142,RS,4302501,CN 55
7143,RS,4302584,CN 55
7144,RS,4302600,CN 55
7145,RS,4302808,CN 55
7146,RS,4302907,CN 55
7147,RS,4303301,CN 55
7148,RS,4303400,CN 55
7149,RS,4303707,CN 55
7150,RS,4304002,CN 55
7151,RS,4304309,CN 55
7152,RS,4304655,CN 55
7153,RS,4305009,CN 55
7154,RS,4305157,CN 55
7155,RS,4305207,CN 55
7156,RS,4305405,CN 55
7157,RS,4305702,CN 55
7158,RS,4305871,CN 55
7159,RS,4305900,CN 55
7160,RS,4306007,CN 55
7161,RS,4306072,CN 55
7162,RS,4306106,CN 55
7163,RS,4306320,CN 55
7164,RS,4306353,CN 55
7165,RS,4306379,CN 55
7166,RS,4306429,CN 55
7167,RS,4306700,CN 55
7168,RS,4306734,CN 55
7169,RS,4306932,CN 55
7170,RS,4307302,CN 55
7171,RS,4307450,CN 55
7172,RS,4307831,CN 55
7173,RS,4308003,CN 55
7174,RS,4308409,CN 55
7175,RS,4308458,CN 55
7176,RS,4308508,CN 55
7177,RS,4308656,CN 55
7178,RS,4309001,CN 55
7179,RS,4309506,CN 55
7180,RS,4309605,CN 55
7181,RS,4309704,CN 55
7182,RS,4310207,CN 55
7183,RS,4310405,CN 55
7184,RS,4310413,CN 55
7185,RS,4310504,CN 55
7186,RS,4310538,CN 55
7187,RS,4310553,CN 55
7188,RS,4310603,CN 55
7189,RS,4310751,CN 55
7190,RS,4310850,CN 55
7191,RS,4310876,CN 55
7192,RS,4311106,CN 55
7193,RS,4311130,CN 55
7194,RS,4311155,CN 55
7195,RS,4311205,CN 55
7196,RS,4311429,CN 55
7197,RS,4311502,CN 55
7198,RS,4311601,CN 55
7199,RS,4311718,CN 55
7200,RS,4311759,CN 55
7201,RS,4312104,CN 55
7202,RS,4312179,CN 55
7203,RS,4312302,CN 55
7204,RS,4313011,CN 55
7205,RS,4313037,CN 55
7206,RS,4313102,CN 55
7207,RS,4313334,CN 55
7208,RS,4313425,CN 55
7209,RS,4313441,CN 55
7210,RS,4313490,CN 55
7211,RS,4313706,CN 55
7212,RS,4313805,CN 55
7213,RS,4313904,CN 55
7214,RS,4314027,CN 55
7215,RS,4314308,CN 55
7216,RS,4314456,CN 55
7217,RS,4314472,CN 55
7218,RS,4314498,CN 55
7219,RS,4314555,CN 55
7220,RS,4314704,CN 55
7221,RS,4315008,CN 55
7222,RS,4315057,CN 55
7223,RS,4315073,CN 55
7224,RS,4315107,CN 55
7225,RS,4315305,CN 55
7226,RS,4315321,CN 55
7227,RS,4315404,CN 55
7228,RS,4315503,CN 55
7229,RS,4315909,CN 55
7230,RS,4315958,CN 55
7231,RS,4316303,CN 55
7232,RS,4316402,CN 55
7233,RS,4316428,CN 55
7234,RS,4316436,CN 55
7235,RS,4316451,CN 55
7236,RS,4316477,CN 55
7237,RS,4316709,CN 55
7238,RS,4316907,CN 55
7239,RS,4316972,CN 55
7240,RS,4317103,CN 55
7241,RS,4317202,CN 55
7242,RS,4317400,CN 55
7243,RS,4317509,CN 55
7244,RS,4317707,CN 55
7245,RS,4317806,CN 55
7246,RS,4317905,CN 55
7247,RS,4318002,CN 55
7248,RS,4318101,CN 55
7249,RS,4318309,CN 55
7250,RS,4318432,CN 55
7251,RS,4318457,CN 55
7252,RS,4318499,CN 55
7253,RS,4318903,CN 55
7254,RS,4319109,CN 55
7255,RS,4319125,CN 55
7256,RS,4319158,CN 55
7257,RS,4319208,CN 55
7258,RS,4319307,CN 55
7259,RS,4319364,CN 55
7260,RS,4319372,CN 55
7261,RS,4319406,CN 55
7262,RS,4319604,CN 55
7263,RS,4319737,CN 55
7264,RS,4319802,CN 55
7265,RS,4320206,CN 55
7266,RS,4320230,CN 55
7267,RS,4320321,CN 55
7268,RS,4320578,CN 55
7269,RS,4320651,CN 55
7270,RS,4321329,CN 55
7271,RS,4321402,CN 55
7272,RS,4321477,CN 55
7273,RS,4321493,CN 55
7274,RS,4321808,CN 55
7275,RS,4321907,CN 55
7276,RS,4322103,CN 55
7277,RS,4322202,CN 55
7278,RS,4322301,CN 55
7279,RS,4322343,CN 55
7280,RS,4322376,CN 55
7281,RS,4322400,CN 55
7282,RS,4323101,CN 55
7283,RS,4323457,CN 55
7284,RS,4323507,CN 55
7285,RS,4323705,CN 55
7286,RS,4323754,CN 55
7287,PR,4101309,CN 42
7288,PR,4102901,CN 42
7289,PR,4103040,CN 42
7290,PR,4103958,CN 42
7291,PR,4104428,CN 42
7292,PR,4104451,CN 42
7293,PR,4104659,CN 42
7294,PR,4104907,CN 42
7295,PR,4106803,CN 42
7296,PR,4107736,CN 42
7297,PR,4108452,CN 42
7298,PR,4108502,CN 42
7299,PR,4108650,CN 42
7300,PR,4108957,CN 42
7301,PR,4109401,CN 42
7302,PR,4110078,CN 42
7303,PR,4110102,CN 42
7304,PR,4110201,CN 42
7305,PR,4110508,CN 42
7306,PR,4110706,CN 42
7307,PR,4111407,CN 42
7308,PR,4113254,CN 42
7309,PR,4113304,CN 42
7310,PR,4113908,CN 42
7311,PR,4115457,CN 42
7312,PR,4115739,CN 42
7313,PR,4117057,CN 42
7314,PR,4117271,CN 42
7315,PR,4117305,CN 42
7316,PR,4117701,CN 42
7317,PR,4117800,CN 42
7318,PR,4118600,CN 42
7319,PR,4118709,CN 42
7320,PR,4119301,CN 42
7321,PR,4119400,CN 42
7322,PR,4119608,CN 42
7323,PR,4119905,CN 42
7324,PR,4120101,CN 42
7325,PR,4120150,CN 42
7326,PR,4120309,CN 42
7327,PR,4120606,CN 42
7328,PR,4121505,CN 42
7329,PR,4121703,CN 42
7330,PR,4121752,CN 42
7331,PR,4122008,CN 42
7332,PR,4122156,CN 42
7333,PR,4123857,CN 42
7334,PR,4125100,CN 42
7335,PR,4125605,CN 42
7336,PR,4127007,CN 42
7337,PR,4127106,CN 42
7338,PR,4127502,CN 42
7339,PR,4127965,CN 42
7340,PR,4128203,CN 42
7341,PR,4128534,CN 42
7342,PR,4128658,CN 42
7343,SC,4213609,CN 42
7344,SC,4200200,CN 47
7345,SC,4200309,CN 47
7346,SC,4201257,CN 47
7347,SC,4201307,CN 47
7348,SC,4201703,CN 47
7349,SC,4201802,CN 47
7350,SC,4201901,CN 47
7351,SC,4202008,CN 47
7352,SC,4202057,CN 47
7353,SC,4202107,CN 47
7354,SC,4202131,CN 47
7355,SC,4202206,CN 47
7356,SC,4202404,CN 47
7357,SC,4202453,CN 47
7358,SC,4202701,CN 47
7359,SC,4202859,CN 47
7360,SC,4202909,CN 47
7361,SC,4203204,CN 47
7362,SC,4203303,CN 47
7363,SC,4203808,CN 47
7364,SC,4204194,CN 47
7365,SC,4204509,CN 47
7366,SC,4205100,CN 47
7367,SC,4205159,CN 47
7368,SC,4205803,CN 47
7369,SC,4205902,CN 47
7370,SC,4206306,CN 47
7371,SC,4206504,CN 47
7372,SC,4206900,CN 47
7373,SC,4207106,CN 47
7374,SC,4207403,CN 47
7375,SC,4207502,CN 47
7376,SC,4207908,CN 47
7377,SC,4208104,CN 47
7378,SC,4208203,CN 47
7379,SC,4208302,CN 47
7380,SC,4208450,CN 47
7381,SC,4208500,CN 47
7382,SC,4208906,CN 47
7383,SC,4209102,CN 47
7384,SC,4209151,CN 47
7385,SC,4209508,CN 47
7386,SC,4209904,CN 47
7387,SC,4210001,CN 47
7388,SC,4210100,CN 47
7389,SC,4210308,CN 47
7390,SC,4210605,CN 47
7391,SC,4210852,CN 47
7392,SC,4211108,CN 47
7393,SC,4211306,CN 47
7394,SC,4212205,CN 47
7395,SC,4212502,CN 47
7396,SC,4212700,CN 47
7397,SC,4212809,CN 47
7398,SC,4213203,CN 47
7399,SC,4213500,CN 47
7400,SC,4213708,CN 47
7401,SC,4214003,CN 47
7402,SC,4214102,CN 47
7403,SC,4214508,CN 47
7404,SC,4214607,CN 47
7405,SC,4214706,CN 47
7406,SC,4214805,CN 47
7407,SC,4215000,CN 47
7408,SC,4215109,CN 47
7409,SC,4215307,CN 47
7410,SC,4215679,CN 47
7411,SC,4215802,CN 47
7412,SC,4216206,CN 47
7413,SC,4216354,CN 47
7414,SC,4217402,CN 47
7415,SC,4217808,CN 47
7416,SC,4218202,CN 47
7417,SC,4218301,CN 47
7418,SC,4218608,CN 47
7419,SC,4219200,CN 47
7420,SC,4219358,CN 47
7421,SC,4219408,CN 47
7422,SC,4200606,CN 48
7423,SC,4200705,CN 48
7424,SC,4200903,CN 48
7425,SC,4201109,CN 48
7426,SC,4201208,CN 48
7427,SC,4201406,CN 48
7428,SC,4201505,CN 48
7429,SC,4201950,CN 48
7430,SC,4202073,CN 48
7431,SC,4202305,CN 48
7432,SC,4202800,CN 48
7433,SC,4203709,CN 48
7434,SC,4203956,CN 48
7435,SC,4204251,CN 48
7436,SC,4204608,CN 48
7437,SC,4205191,CN 48
7438,SC,4205407,CN 48
7439,SC,4205456,CN 48
7440,SC,4205704,CN 48
7441,SC,4206009,CN 48
7442,SC,4206108,CN 48
7443,SC,4206207,CN 48
7444,SC,4207007,CN 48
7445,SC,4207205,CN 48
7446,SC,4207304,CN 48
7447,SC,4208708,CN 48
7448,SC,4208807,CN 48
7449,SC,4209409,CN 48
7450,SC,4209607,CN 48
7451,SC,4209805,CN 48
7452,SC,4210209,CN 48
7453,SC,4210407,CN 48
7454,SC,4210803,CN 48
7455,SC,4211207,CN 48
7456,SC,4211256,CN 48
7457,SC,4211504,CN 48
7458,SC,4211603,CN 48
7459,SC,4211702,CN 48
7460,SC,4211900,CN 48
7461,SC,4212254,CN 48
7462,SC,4212304,CN 48
7463,SC,4212403,CN 48
7464,SC,4213807,CN 48
7465,SC,4214300,CN 48
7466,SC,4214904,CN 48
7467,SC,4215455,CN 48
7468,SC,4215604,CN 48
7469,SC,4215653,CN 48
7470,SC,4215703,CN 48
7471,SC,4215901,CN 48
7472,SC,4216305,CN 48
7473,SC,4216404,CN 48
7474,SC,4216602,CN 48
7475,SC,4217006,CN 48
7476,SC,4217105,CN 48
7477,SC,4217253,CN 48
7478,SC,4217600,CN 48
7479,SC,4217709,CN 48
7480,SC,4218004,CN 48
7481,SC,4218103,CN 48
7482,SC,4218350,CN 48
7483,SC,4218400,CN 48
7484,SC,4218707,CN 48
7485,SC,4218806,CN 48
7486,SC,4219002,CN 48
7487,SC,4220000,CN 48
7488,SC,4200051,CN 49
7489,SC,4200101,CN 49
7490,SC,4200408,CN 49
7491,SC,4200507,CN 49
7492,SC,4200556,CN 49
7493,SC,4200754,CN 49
7494,SC,4200804,CN 49
7495,SC,4201000,CN 49
7496,SC,4201273,CN 49
7497,SC,4201604,CN 49
7498,SC,4201653,CN 49
7499,SC,4202081,CN 49
7500,SC,4202099,CN 49
7501,SC,4202156,CN 49
7502,SC,4202438,CN 49
7503,SC,4202503,CN 49
7504,SC,4202537,CN 49
7505,SC,4202578,CN 49
7506,SC,4202602,CN 49
7507,SC,4202875,CN 49
7508,SC,4203006,CN 49
7509,SC,4203105,CN 49
7510,SC,4203154,CN 49
7511,SC,4203253,CN 49
7512,SC,4203402,CN 49
7513,SC,4203501,CN 49
7514,SC,4203600,CN 49
7515,SC,4203907,CN 49
7516,SC,4204004,CN 49
7517,SC,4204103,CN 49
7518,SC,4204152,CN 49
7519,SC,4204178,CN 49
7520,SC,4204202,CN 49
7521,SC,4204301,CN 49
7522,SC,4204350,CN 49
7523,SC,4204400,CN 49
7524,SC,4204459,CN 49
7525,SC,4204558,CN 49
7526,SC,4204707,CN 49
7527,SC,4204756,CN 49
7528,SC,4204806,CN 49
7529,SC,4204905,CN 49
7530,SC,4205001,CN 49
7531,SC,4205175,CN 49
7532,SC,4205209,CN 49
7533,SC,4205308,CN 49
7534,SC,4205357,CN 49
7535,SC,4205431,CN 49
7536,SC,4205506,CN 49
7537,SC,4205555,CN 49
7538,SC,4205605,CN 49
7539,SC,4206405,CN 49
7540,SC,4206603,CN 49
7541,SC,4206652,CN 49
7542,SC,4206702,CN 49
7543,SC,4206751,CN 49
7544,SC,4206801,CN 49
7545,SC,4207577,CN 49
7546,SC,4207601,CN 49
7547,SC,4207650,CN 49
7548,SC,4207684,CN 49
7549,SC,4207700,CN 49
7550,SC,4207759,CN 49
7551,SC,4207809,CN 49
7552,SC,4207858,CN 49
7553,SC,4208005,CN 49
7554,SC,4208401,CN 49
7555,SC,4208609,CN 49
7556,SC,4208955,CN 49
7557,SC,4209003,CN 49
7558,SC,4209177,CN 49
7559,SC,4209201,CN 49
7560,SC,4209300,CN 49
7561,SC,4209458,CN 49
7562,SC,4209706,CN 49
7563,SC,4209854,CN 49
7564,SC,4210035,CN 49
7565,SC,4210050,CN 49
7566,SC,4210506,CN 49
7567,SC,4210555,CN 49
7568,SC,4210704,CN 49
7569,SC,4210902,CN 49
7570,SC,4211009,CN 49
7571,SC,4211058,CN 49
7572,SC,4211405,CN 49
7573,SC,4211454,CN 49
7574,SC,4211652,CN 49
7575,SC,4211751,CN 49
7576,SC,4211801,CN 49
7577,SC,4211850,CN 49
7578,SC,4211876,CN 49
7579,SC,4211892,CN 49
7580,SC,4212007,CN 49
7581,SC,4212056,CN 49
7582,SC,4212106,CN 49
7583,SC,4212239,CN 49
7584,SC,4212270,CN 49
7585,SC,4212601,CN 49
7586,SC,4212908,CN 49
7587,SC,4213005,CN 49
7588,SC,4213104,CN 49
7589,SC,4213153,CN 49
7590,SC,4213302,CN 49
7591,SC,4213351,CN 49
7592,SC,4213401,CN 49
7593,SC,4213906,CN 49
7594,SC,4214151,CN 49
7595,SC,4214201,CN 49
7596,SC,4214409,CN 49
7597,SC,4215059,CN 49
7598,SC,4215075,CN 49
7599,SC,4215208,CN 49
7600,SC,4215356,CN 49
7601,SC,4215406,CN 49
7602,SC,4215505,CN 49
7603,SC,4215554,CN 49
7604,SC,4215687,CN 49
7605,SC,4215695,CN 49
7606,SC,4215752,CN 49
7607,SC,4216008,CN 49
7608,SC,4216057,CN 49
7609,SC,4216107,CN 49
7610,SC,4216255,CN 49
7611,SC,4216503,CN 49
7612,SC,4216701,CN 49
7613,SC,4216800,CN 49
7614,SC,4216909,CN 49
7615,SC,4217154,CN 49
7616,SC,4217204,CN 49
7617,SC,4217303,CN 49
7618,SC,4217501,CN 49
7619,SC,4217550,CN 49
7620,SC,4217758,CN 49
7621,SC,4217907,CN 49
7622,SC,4217956,CN 49
7623,SC,4218251,CN 49
7624,SC,4218509,CN 49
7625,SC,4218756,CN 49
7626,SC,4218855,CN 49
7627,SC,4218905,CN 49
7628,SC,4218954,CN 49
7629,SC,4219101,CN 49
7630,SC,4219150,CN 49
7631,SC,4219176,CN 49
7632,SC,4219309,CN 49
7633,SC,4219507,CN 49
7634,SC,4219606,CN 49
7635,SC,4219705,CN 49
7636,SC,4219853,CN 49
7637,SE,2800100,CN 79
7638,SE,2800209,CN 79
7639,SE,2800308,CN 79
7640,SE,2800407,CN 79
7641,SE,2800506,CN 79
7642,SE,2800605,CN 79
7643,SE,2800670,CN 79
7644,SE,2800704,CN 79
7645,SE,2801009,CN 79
7646,SE,2801108,CN 79
7647,SE,2801207,CN 79
7648,SE,2801306,CN 79
7649,SE,2801405,CN 79
7650,SE,2801504,CN 79
7651,SE,2801603,CN 79
7652,SE,2801702,CN 79
7653,SE,2801900,CN 79
7654,SE,2802007,CN 79
7655,SE,2802106,CN 79
7656,SE,2802205,CN 79
7657,SE,2802304,CN 79
7658,SE,2802403,CN 79
7659,SE,2802502,CN 79
7660,SE,2802601,CN 79
7661,SE,2802700,CN 79
7662,SE,2802809,CN 79
7663,SE,2802908,CN 79
7664,SE,2803005,CN 79
7665,SE,2803104,CN 79
7666,SE,2803203,CN 79
7667,SE,2803302,CN 79
7668,SE,2803401,CN 79
7669,SE,2803500,CN 79
7670,SE,2803609,CN 79
7671,SE,2803708,CN 79
